5,10.61
7,None,617.2
7,None,617.2
6,Input,617.33
0,Interface-In,617.33
0,Interface-Out,618.36
2,Interface-In,618.36
7,None,619.16
7,None,619.16
7,None,619.33
7,None,619.33
7,None,619.67
7,None,619.67
7,None,620.43
7,None,620.43
4,Interface-Out,620.44
7,Output,620.44
7,None,621.34
7,None,621.34
6,Input,621.91
0,Interface-In,621.91
7,None,622.86
7,None,622.86
7,None,622.98
7,None,622.98
4,Interface-Out,623.1
7,Output,623.1
7,None,623.99
7,None,623.99
2,Interface-Out,624.39
4,Interface-In,624.39
7,None,625.29
7,None,625.29
7,None,625.41
7,None,625.41
7,None,625.7
7,None,625.7
7,None,626.06
7,None,626.06
7,None,626.4
7,None,626.4
