5,0.0
7,None,607.25
7,None,607.25
0,Interface-Out,607.45
2,Interface-In,607.45
6,Input,608.27
8,Storage,608.27
4,Interface-Out,609.51
7,Output,609.51
7,None,610.27
7,None,610.27
1,Interface-Out,611.45
7,Output,611.45
6,Input,612.51
1,Interface-In,612.51
3,Interface-Out,613.49
4,Interface-In,613.49
7,None,614.13
7,None,614.13
7,None,614.19
7,None,614.19
4,Interface-Out,614.89
7,Output,614.89
7,None,615.8
7,None,615.8
1,Interface-Out,615.94
4,Interface-In,615.94
6,Input,616.76
8,Storage,616.76
4,Interface-Out,618.0
7,Output,618.0
2,Interface-Out,618.76
4,Interface-In,618.76
7,None,619.67
7,None,619.67
1,Interface-Out,620.43
4,Interface-In,620.43
7,None,621.01
7,None,621.01
6,Input,621.34
1,Interface-In,621.34
6,Input,622.44
0,Interface-In,622.44
8,Storage,623.48
1,Interface-In,623.48
6,Input,623.98
8,Storage,623.98
1,Interface-Out,625.18
3,Interface-In,625.18
7,None,625.7
7,None,625.7
4,Interface-Out,626.06
7,Output,626.06
